Date,Open,High,Low,Close,Volume
9-Jun-16,152.92,153.76,152.73,153.42,2021796
8-Jun-16,153.53,154.09,153.04,154,2935036
7-Jun-16,153.31,153.93,152.66,153.33,4464985
6-Jun-16,153.09,153.95,152.34,152.73,2378662
3-Jun-16,152.4,153.04,151.7,152.89,2328256
2-Jun-16,152.59,153.5,152.12,153.5,2642601
1-Jun-16,153,153.27,151.54,152.51,2663419
31-May-16,152.56,153.81,152.27,153.74,5836645
27-May-16,152.35,152.93,152.15,152.84,2456289
26-May-16,151.55,152.51,151.05,152.44,3042788
25-May-16,148.93,152.09,148.5,151.69,4347009
24-May-16,146.88,148.75,146.88,148.31,2827106
23-May-16,147.61,147.95,146.66,146.77,2088554
20-May-16,145.71,147.51,145.55,147.25,3576766
19-May-16,146.48,146.93,143.96,144.93,3618752
18-May-16,147.99,148.52,146.36,147.34,2482097
17-May-16,149.21,149.5,147.29,148,3489779
16-May-16,147.65,149.99,147.44,149.46,3061873
13-May-16,148.79,149.86,147.42,147.72,2372098
12-May-16,149.21,149.39,147.11,148.84,3247675
11-May-16,149.71,151.09,148.74,148.95,3075213
10-May-16,148.24,150.04,147.74,149.97,3982554
9-May-16,147.7,148.2,147.01,147.34,4298800
6-May-16,144.86,147.97,144.47,147.29,4882514
5-May-16,145.95,147.3,145.45,146.47,6492015
4-May-16,143.36,145,143.31,144.25,2575776
3-May-16,144.65,144.9,142.9,144.13,3558829
2-May-16,146.56,147,144.43,145.27,3499020
29-Apr-16,146.49,147.34,144.19,145.94,4217744
28-Apr-16,149.75,150.18,146.72,147.07,3771853
27-Apr-16,149.35,150.78,148.97,150.47,3086611
26-Apr-16,148.65,149.79,147.9,149.08,2978004
25-Apr-16,148.16,148.9,147.11,148.81,2845511
22-Apr-16,149.44,151,147.5,148.5,5190627
21-Apr-16,146.58,150.12,146.46,149.3,5992604
20-Apr-16,144.24,147.2,144,146.11,6721442
19-Apr-16,146.47,146.95,142.61,144,13149148
18-Apr-16,151.75,153.14,151.49,152.53,5911265
15-Apr-16,151.04,152.1,150.96,151.72,3526272
14-Apr-16,151.5,152.76,150.38,151.16,3163867
13-Apr-16,150.75,151.23,149.63,151.23,3167304
12-Apr-16,149.61,150.11,148.58,149.63,3592693
11-Apr-16,150.26,151.95,149.22,149.25,3832395
8-Apr-16,149.06,149.99,148.12,149.35,3293391
7-Apr-16,149.07,149.6,148,148.25,3651838
6-Apr-16,149.9,150.15,147.81,150.02,4179157
5-Apr-16,151.43,151.6,149.65,150,3334931
4-Apr-16,152.34,153.52,151.91,152.07,3901552
1-Apr-16,150.51,152.96,150.25,152.52,3919972
31-Mar-16,149.79,153.1,149.36,151.45,6775712
30-Mar-16,149.95,150.41,148.32,148.41,3324850
29-Mar-16,147.59,149.76,147.5,149.33,3127103
28-Mar-16,147.75,148.65,147.23,148.4,3260841
24-Mar-16,144.98,148.22,144.49,147.95,5042895
23-Mar-16,148,148.03,145.13,145.4,4753828
22-Mar-16,148.06,149.28,147.84,148.1,4054809
21-Mar-16,147.3,148.71,146.72,148.63,3714259
18-Mar-16,147.4,147.51,145.51,147.09,12081614
17-Mar-16,144.78,147.32,144.45,147.04,5820336
16-Mar-16,142.62,144.88,142.11,144.79,4200019
15-Mar-16,141.74,143.33,141.54,142.96,3707538
14-Mar-16,142.01,143.19,141.04,142.78,4047559
11-Mar-16,141.73,142.92,140.51,142.36,4354954
10-Mar-16,141.24,141.47,138.09,140.19,4018224
9-Mar-16,139.31,142.17,139.23,140.41,4378456
8-Mar-16,139.71,140.35,137.42,139.07,5539956
7-Mar-16,137.28,140.51,136.87,140.15,5161376
4-Mar-16,137.54,139.42,137.02,137.8,3966935
3-Mar-16,137.22,137.96,136.07,137.8,5146815
2-Mar-16,133.7,137.44,133.22,136.3,5168887
1-Mar-16,132.24,134.64,132.03,134.37,3786328
29-Feb-16,132,133.36,130.9,131.03,4376341
26-Feb-16,134.51,134.92,131.95,132.03,4383322
25-Feb-16,133.29,134.51,130.88,134.5,4354669
24-Feb-16,131.55,133.49,129.68,132.8,4087400
23-Feb-16,133.14,133.41,132.01,132.4,3372962
22-Feb-16,133.84,134.31,132.41,133.77,4441519
19-Feb-16,132.36,133.65,130.84,133.08,5117316
18-Feb-16,130,134,129.75,132.45,9925974
17-Feb-16,123.71,126.57,123.25,126.1,4814894
16-Feb-16,121.83,123.09,121.34,122.74,4027818
12-Feb-16,119.26,121.05,118.35,121.04,4921506
11-Feb-16,118.78,119.66,116.9,117.85,7236058
10-Feb-16,125,125.29,119.84,120.19,6436823
9-Feb-16,126.12,126.93,123.77,124.07,5923690
8-Feb-16,126,127.51,124.13,126.98,7255939
5-Feb-16,127.22,128.64,125.85,128.57,7155806
4-Feb-16,125.08,128.5,125,127.65,5240258
3-Feb-16,123.99,125.45,122.45,124.72,6222759
2-Feb-16,123.67,124.14,122.64,122.94,3279196
1-Feb-16,124.4,125.29,123.71,124.83,3570810
29-Jan-16,123.28,124.79,122.96,124.79,8208826
28-Jan-16,121.26,122.83,121.01,122.22,3942349
27-Jan-16,122.73,123.37,120.65,120.96,4999341
26-Jan-16,122.25,123.61,122.24,122.59,4613756
25-Jan-16,122.1,124.23,121.64,122.08,5427835
22-Jan-16,124.67,124.74,121.77,122.5,9237033
21-Jan-16,121.3,125.1,120.58,122.91,8845201
20-Jan-16,118.46,123.99,118,121.86,16133787
19-Jan-16,130.11,132.1,128.06,128.11,9703914
15-Jan-16,130.01,130.88,128.87,130.03,8942710
14-Jan-16,131.93,133.79,131.22,132.91,5708301
13-Jan-16,133.5,134.28,131.1,131.17,4675089
12-Jan-16,133.65,133.78,131.13,132.9,5078678
11-Jan-16,131.81,133.82,131.76,133.23,4974436
8-Jan-16,133.18,133.82,131.32,131.63,4762706
7-Jan-16,133.7,135.02,132.43,132.86,7025760
6-Jan-16,134.38,135.58,133.62,135.17,4310939
5-Jan-16,136.76,136.89,134.85,135.85,3924793
4-Jan-16,135.6,135.97,134.24,135.95,5208900
31-Dec-15,139.07,139.1,137.57,137.62,3462077
30-Dec-15,139.58,140.44,139.22,139.34,2989367
29-Dec-15,138.25,140.06,138.2,139.78,3943691
28-Dec-15,137.74,138.04,136.54,137.61,3143412
24-Dec-15,138.43,138.88,138.11,138.25,1495226
23-Dec-15,138.3,139.3,138.11,138.54,5164916
22-Dec-15,135.88,138.19,135.65,137.93,4263828
21-Dec-15,135.83,135.83,134.02,135.5,5617475
18-Dec-15,136.41,136.96,134.27,134.9,10026106
17-Dec-15,139.35,139.5,136.31,136.75,4089539
16-Dec-15,139.12,139.65,137.79,139.29,4345474
15-Dec-15,137.4,138.97,137.28,137.79,4238546
14-Dec-15,135.31,136.14,134.02,135.93,5116906
11-Dec-15,135.23,135.44,133.91,134.57,5333767
10-Dec-15,137.03,137.85,135.72,136.78,4222329
9-Dec-15,137.38,139.84,136.23,136.61,4614993
8-Dec-15,138.28,139.06,137.53,138.05,3905155
7-Dec-15,140.16,140.41,138.81,139.55,3279376
4-Dec-15,138.09,141.02,137.99,140.43,4571608
3-Dec-15,140.1,140.73,138.19,138.92,5909588
2-Dec-15,140.93,141.21,139.5,139.7,3713061
1-Dec-15,139.58,141.4,139.58,141.28,4187445
30-Nov-15,138.61,139.9,138.52,139.42,4386853
27-Nov-15,138,138.81,137.21,138.46,1415840
25-Nov-15,138.37,138.43,137.38,138,3238166
24-Nov-15,137.65,139.34,137.31,138.6,3358823
23-Nov-15,138.53,138.87,137.12,138.46,5137720
20-Nov-15,137.37,138.92,137.25,138.5,5153279
19-Nov-15,136.21,137.74,136.01,136.74,3545420
18-Nov-15,134.79,135.91,134.26,135.82,4130353
17-Nov-15,134.22,134.82,133.31,133.82,2801120
16-Nov-15,131.79,134.09,131.79,133.71,4163567
13-Nov-15,132.95,133,131.65,131.75,4551660
12-Nov-15,134.7,134.7,133.01,133.04,4549589
11-Nov-15,136.09,136.2,134.5,135.02,3105380
10-Nov-15,135.36,135.74,134.12,135.47,4444862
9-Nov-15,137.92,138.08,134.88,135.31,8053801
6-Nov-15,138.6,139.55,137.87,138.25,4736659
5-Nov-15,141.61,142.38,139.63,139.89,5086860
4-Nov-15,142.55,142.65,141.3,141.63,3512977
3-Nov-15,140.02,142.8,139.9,141.88,4343956
2-Nov-15,140.5,140.52,139.57,140.37,3821750
30-Oct-15,140.44,141.33,139.9,140.08,3963724
29-Oct-15,140.36,140.82,139.02,140.55,3703190
28-Oct-15,137.92,141.23,137.5,140.83,8499070
27-Oct-15,143.51,143.83,137.33,137.86,14959822
26-Oct-15,144.75,145,143.21,143.66,3485889
23-Oct-15,144.61,145.49,143.7,144.68,5357685
22-Oct-15,141.74,145.07,141.62,144.09,5567729
21-Oct-15,140.25,142.66,139.3,140.92,6990724
20-Oct-15,142.49,142.88,140.27,140.64,16025591
19-Oct-15,149.85,149.97,148.38,149.22,6851605
16-Oct-15,150.45,151.2,149.26,150.39,3477319
15-Oct-15,150.91,151.24,148.58,150.09,3468613
14-Oct-15,149.6,150.65,149.02,150.01,3342956
13-Oct-15,150.78,150.78,149.18,149.62,3866999
12-Oct-15,152.4,152.58,150.85,151.14,3224572
9-Oct-15,152.46,153.15,151.27,152.39,3437658
8-Oct-15,149.69,153.02,149.29,152.28,4778652
7-Oct-15,150.04,150.73,148.86,150.09,2984451
6-Oct-15,149.06,150.15,148.49,148.78,2987752
5-Oct-15,145.82,149.89,145.82,149.04,4997840
2-Oct-15,141.05,144.59,140.56,144.58,3024005
1-Oct-15,145.31,145.67,141.59,143.59,3848431
30-Sep-15,143.69,145.71,143.66,144.97,3929503
29-Sep-15,141.99,142.66,141.15,142.47,4741383
28-Sep-15,144.42,145.38,142.47,142.52,4300722
25-Sep-15,145.55,146.27,144.53,145.42,3457975
24-Sep-15,142.6,145.07,141.95,144.41,3243108
23-Sep-15,144.21,144.57,142.75,143.66,2670476
22-Sep-15,144.62,145.06,143.77,144.43,3478491
21-Sep-15,145.39,146.98,144.92,146.48,3809545
18-Sep-15,146.05,146.38,143.98,144.51,7893516
17-Sep-15,148.1,149.68,147.3,148.14,3953300
16-Sep-15,147.84,148.89,147.54,148.41,2796403
15-Sep-15,146.6,147.93,145.76,147.53,2713625
14-Sep-15,147.37,147.37,145.41,145.65,3220004
11-Sep-15,145.91,147.5,145.67,147.37,3107553
10-Sep-15,145.85,147.16,144.51,146.2,3458815
9-Sep-15,148.74,149.04,144.85,145.05,3383072
8-Sep-15,145.86,147.34,145.66,147.23,3908922
4-Sep-15,144.57,145.4,143.32,143.7,4188495
3-Sep-15,146.05,148.03,145.77,146.78,3594136
2-Sep-15,144.74,145.08,143.18,145.05,4246467
1-Sep-15,144.91,144.98,141.85,142.68,5260853
31-Aug-15,147.38,148.4,146.26,147.89,4081752
28-Aug-15,147.75,148.2,147.18,147.98,4061118
27-Aug-15,148.5,148.97,145.66,148.54,4766402
26-Aug-15,144.09,146.98,142.14,146.7,6196543
25-Aug-15,146.94,147.11,140.62,140.96,6890404
24-Aug-15,143.47,147.76,142.32,143.47,10071564
